Marka,Model,Year,Price,Brand ID,Model ID
Nissan,Almera,2017,5388000,17,304
Mitsubishi,Delica,2004,7400000,14,81
Hyundai,Tucson,2018,11500000,13,107
Porsche,Macan,2021,41000000,8,126
Hyundai,Elantra,2023,13900000,13,17
Land Rover,Range Rover,2021,87750000,4,6
Lexus,LX 570,2014,31500000,20,36
Mercedes-Benz,S 63 AMG,2023,170000000,12,42
Kia,K5,2021,13100000,2,4
Nissan,Murano,2004,3300000,17,278
Honda,e:NS1,2022,12000000,15,60
Volkswagen,Golf,1992,1500000,23,85
Mercedes-Benz,S 320,1997,4700000,12,240
Toyota,Camry,2023,25500000,0,38
Nissan,Juke,2012,6900000,17,254
Mercedes-Benz,E 200,2013,11500000,12,71
BMW,740,2012,12500000,11,73
Lexus,RX 350,2018,28500000,20,66
BMW,320,1995,3100000,11,113
Toyota,Estima,2004,6800000,0,2
Toyota,Carina E,1996,1900000,0,18
BMW,320,1995,3100000,11,113
Toyota,Estima,2004,6800000,0,2
Toyota,Carina E,1996,1900000,0,18
Nissan,X-Trail,2002,3900000,17,58
Audi,80,1993,2800000,6,218
Lexus,LX 600,2022,96000000,20,230
Hyundai,Elantra,2017,8000000,13,17
Toyota,Land Cruiser,2006,11000000,0,43
BMW,525,1996,5900000,11,49
Toyota,Camry,2017,12700000,0,38
Ford,Focus,2012,5200000,24,325
Honda,Odyssey,1995,2400000,15,297
Audi,A6,2017,18300000,6,127
Mitsubishi,Outlander,2003,3600000,14,77
Mitsubishi,Delica,1993,2000000,14,81
Daewoo,Nexia,2013,2800000,37,133
Hyundai,Tucson,2020,14100000,13,107
Mitsubishi,Pajero,2008,9800000,14,102
Toyota,Alphard,2007,6600000,0,1
Mitsubishi,Pajero,2009,8800000,14,102
Daewoo,Nexia,2013,2800000,37,133
Hyundai,Tucson,2020,14100000,13,107
Mitsubishi,Pajero,2008,9800000,14,102
Toyota,Alphard,2007,6600000,0,1
Mitsubishi,Pajero,2009,8800000,14,102
Toyota,Land Cruiser Prado,2004,11200000,0,21
BMW,X5,2014,20300000,11,30
Kia,Sorento,2023,31500000,2,64
Hyundai,Atos,2002,1200000,13,865
Opel,Omega,1995,1300000,27,109
Geely,Monjaro,2023,18100000,59,440
Mercedes-Benz,S 450,2022,69000000,12,258
Toyota,Corolla,2016,8388000,0,65
VAZ,Priora 2171,2013,2500000,16,329
Mitsubishi,Delica,1995,4300000,14,81
Hyundai,Sonata,2021,15000000,13,20
Lexus,RX 330,2004,8600000,20,168
Kia,Cee’d,2023,10400000,2,136
Volkswagen,Touareg,2007,6800000,23,154
Infiniti,QX80,2014,19000000,28,78
Hyundai,Atos,2002,1200000,13,865
Lexus,RX 350,2018,28500000,20,66
BMW,320,1995,3100000,11,113
Toyota,Estima,2004,6800000,0,2
Toyota,Carina E,1994,2550000,0,18
VAZ,2114,2008,1100000,16,27
Toyota,Carina E,1996,1900000,0,18
Nissan,X-Trail,2002,3900000,17,58
Audi,80,1993,2800000,6,218
Opel,Omega,1995,1300000,27,109
Lexus,LX 600,2022,96000000,20,230
Toyota,Camry,2018,14290000,0,38
Toyota,Yaris,2012,5800000,0,477
Mazda,6,2004,2800000,18,237
GAZ,GAZel',2015,6400000,32,95
Volkswagen,Vento,1995,1200000,23,483
Nissan,Cefiro,1997,2500000,17,35
Mercedes-Benz,S 500,2014,28500000,12,37
Toyota,Camry,2020,15590000,0,38
Kia,Cerato,2014,6500000,2,223
Nissan,Cefiro,1997,2500000,17,35
Mercedes-Benz,S 500,2014,28500000,12,37
Toyota,Camry,2020,15590000,0,38
Kia,Cerato,2014,6500000,2,223
Volkswagen,Tiguan,2019,11500000,23,270
Audi,100,1989,2450000,6,22
GAZ,GAZel',2013,7150000,32,95
Lexus,LX 570,2008,17500000,20,36
Volkswagen,Tiguan,2022,21500000,23,270
Mercedes-Benz,E 55 AMG,1999,4500000,12,482
Toyota,Camry,2012,9750000,0,38
Honda,Civic,2007,4300000,15,305
VAZ,2114,2006,800000,16,27
Tesla,Model X,2023,65000000,38,377
Toyota,Land Cruiser Prado,2019,27500000,0,21
Toyota,Camry,1998,4200000,0,38
Mercedes-Benz,E 320,1997,3000000,12,23
FAW,1024,2011,1200000,56,384
Land Rover,Range Rover,2010,9200000,4,6
Hyundai,Accent,2014,5900000,13,50
Mercedes-Benz,S 320,1997,4700000,12,240
Kia,K5,2021,13100000,2,4
Toyota,Camry,2020,17500000,0,38
Ford,F-Series,2014,25200000,24,284
Toyota,Corolla,2022,11300000,0,65
Chevrolet,Equinox,2021,14000000,22,532
Honda,Stream,2001,4300000,15,268
Infiniti,QX56,2005,9000000,28,395
Mitsubishi,L200,2022,13200000,14,207
Volkswagen,Tiguan,2018,13188000,23,270
Kia,K5,2021,15200000,2,4
BMW,850,2020,38782100,11,821
Lexus,GX 470,2005,13500000,20,124
GAZ,GAZel',1997,1699000,32,95
Renault,Duster,2016,6500000,49,245
Ford,F-Series,2014,25000000,24,284
Mercedes-Benz,E 200,1992,2500000,12,71
Toyota,Land Cruiser,2018,45000000,0,43
Infiniti,FX35,2005,6700000,28,502
Ford,F-Series,2014,25000000,24,284
Mercedes-Benz,E 200,1992,2500000,12,71
Jeep,Grand Cherokee,2021,44500000,9,13
GAZ,GAZel',1997,1699000,32,95
Renault,Duster,2016,6500000,49,245
Infiniti,FX35,2005,6700000,28,502
Toyota,Land Cruiser Prado,2019,25690000,0,21
Toyota,Camry,2021,21600000,0,38
Mitsubishi,Pajero,2002,4000000,14,102
Kia,K8,2021,19900000,2,100
Hyundai,Sonata,2020,13500000,13,20
Mercedes-Benz,S 450,2022,69000000,12,258
Mitsubishi,Pajero,2003,6500000,14,102
Cadillac,Escalade ESV,2017,32500000,25,866
Tesla,Model Y,2023,24500000,38,158
Genesis,GV70,2021,31000000,31,231
Volkswagen,Tiguan,2012,8500000,23,270
Honda,Odyssey,2005,7500000,15,297
Toyota,Camry,2018,15000000,0,38
Kia,Sorento,2023,21000000,2,64
Tesla,Model Y,2023,24500000,38,158
Toyota,Corolla,2023,10800000,0,65
Toyota,Land Cruiser Prado,2019,25690000,0,21
Mercedes-Benz,S 450,2022,69000000,12,258
Toyota,Camry,2018,15000000,0,38
Cadillac,Escalade ESV,2017,32500000,25,866
Kia,Sorento,2023,21000000,2,64
Nissan,R'nessa,1999,3200000,17,381
Lexus,IS 300,2018,16900000,20,656
Lexus,RX 300,2020,32500000,20,98
Mercedes-Benz,190,1989,1100000,12,119
BMW,640,2013,20000000,11,491
Toyota,RAV 4,2022,19000000,0,93
Mitsubishi,RVR,1996,1850000,14,233
Mercedes-Benz,E 320,2003,5350000,12,23
Ravon,Nexia R3,2019,5500000,55,444
Toyota,Camry,2011,10700000,0,38
Genesis,GV70,2021,31000000,31,231
Hyundai,Santa Fe,2019,17000000,13,67
Toyota,Camry,2002,4900000,0,38
Mercedes-Benz,E 280,2002,5000000,12,140
BMW,640,2013,20000000,11,491
Toyota,RAV 4,2022,19000000,0,93
Mitsubishi,RVR,1996,1850000,14,233
Mazda,626,1993,1700000,18,204
BMW,X5,2008,10500000,11,30
Mercedes-Benz,E 320,2003,5350000,12,23
Mitsubishi,ASX,2014,7200000,14,88
Mazda,Xedos 9,1994,798999,18,867
Toyota,Highlander,2023,27350000,0,19
BMW,535,2013,12700000,11,217
Ravon,Nexia R3,2019,5500000,55,444
Mini,Coupe,2012,15000000,7,868
Volkswagen,ID.4,2022,14000000,23,75
Toyota,Camry,2011,10700000,0,38
BMW,645,2004,6666665,11,869
Toyota,Noah,2005,6500000,0,870
Toyota,Corolla,2009,5800000,0,65
Mercedes-Benz,E 260,1990,1050000,12,48
Hyundai,Santa Fe,2022,16500000,13,67
Hyundai,Grandeur,2021,16900000,13,108
BMW,520,1991,1300000,11,281
Toyota,RAV 4,2013,11950000,0,93
Hyundai,Bayon,2022,8850000,13,348
Toyota,Camry,2013,11000000,0,38
Toyota,Estima Lucida,1997,2000000,0,752
Toyota,Camry,2017,13900000,0,38
Toyota,Venza,2011,9650000,0,443
Lifan,Solano,2018,4300000,58,871
Mercedes-Benz,G 63 AMG,2017,55000000,12,199
GAZ,GAZel',2007,6000000,32,95
Nissan,Teana,2007,3000000,17,41
Mitsubishi,Delica,1993,1690000,14,81
Mercedes-Benz,E 300,1991,1200000,12,416
Mitsubishi,Space Wagon,1994,1500000,14,253
Toyota,Avensis,2000,3100000,0,51
Mercedes-Benz,S 500,2006,4500000,12,37
Kia,Forte,2010,5500000,2,872
Subaru,Outback,2006,5600000,19,33
Mitsubishi,Pajero,1996,10000000,14,102
Hyundai,Santa Fe,2022,16500000,13,67
Hyundai,Grandeur,2021,16900000,13,108
BMW,520,1991,1300000,11,281
Toyota,RAV 4,2013,11950000,0,93
Hyundai,Bayon,2022,8850000,13,348
Toyota,Camry,2013,11000000,0,38
Toyota,Estima Lucida,1997,2000000,0,752
Toyota,Camry,2017,13900000,0,38
Toyota,Venza,2011,9650000,0,443
Lifan,Solano,2018,4300000,58,871
Mercedes-Benz,G 63 AMG,2017,55000000,12,199
GAZ,GAZel',2007,6000000,32,95
Nissan,Teana,2007,3000000,17,41
Mitsubishi,Delica,1993,1690000,14,81
Mercedes-Benz,E 300,1991,1200000,12,416
Mitsubishi,Space Wagon,1994,1500000,14,253
Toyota,Avensis,2000,3100000,0,51
Mercedes-Benz,S 500,2006,4500000,12,37
Kia,Forte,2010,5500000,2,872
Subaru,Outback,2006,5600000,19,33
Mitsubishi,Pajero,1996,10000000,14,102
Lexus,RX 300,1999,5500000,20,98
Mercedes-Benz,S 300,1997,2800000,12,550
Mercedes-Benz,C 280,1996,2900000,12,47
Lexus,IS 250,2007,6200000,20,750
Volkswagen,Passat,2007,5200000,23,101
Nissan,Primera,1993,600000,17,216
Subaru,Impreza,1997,1900000,19,97
BMW,530,1994,3300000,11,92
Hyundai,Accent,2018,7950000,13,50
Volkswagen,Jetta,2018,8000000,23,161
BMW,535,2015,13500000,11,217
Hyundai,Creta,2019,10900000,13,143
Skoda,Octavia,2012,3900000,40,488
Mitsubishi,Montero Sport,2022,22000000,14,24
BMW,530,2021,27999999,11,92
Mazda,6,2005,3700000,18,237
Kia,Sportage,2021,21500000,2,125
Toyota,Camry,2021,14000000,0,38
Mitsubishi,Pajero,2007,8450000,14,102
Dodge,Stealth,1994,4300000,5,873
Toyota,Camry,1998,3350000,0,38
Audi,100,1993,2200000,6,22
VAZ,2114,2013,1350000,16,27
Mitsubishi,Pajero,2007,8450000,14,102
BMW,318,1991,700000,11,129
Toyota,Avensis,2000,3100000,0,51
Mercedes-Benz,S 500,2006,4500000,12,37
Mitsubishi,Pajero,1996,10000000,14,102
Porsche,Cayenne,2004,3300000,8,12
Volkswagen,Passat,2007,5200000,23,101
BMW,525,1993,3350000,11,49
Skoda,Octavia,2007,3500000,40,488
Subaru,Impreza,1997,1900000,19,97
Toyota,4Runner,2003,9000000,0,82
Toyota,Mark II,1986,2200000,0,287
Mercedes-Benz,E 220,1995,2400000,12,16
Volkswagen,Jetta,2018,8000000,23,161
Toyota,Celica,1996,2200000,0,106
Volkswagen,Golf,1994,1500000,23,85
Toyota,4Runner,2003,9000000,0,82
Mercedes-Benz,G 400,2005,11900000,12,779
Subaru,Legacy,2004,3600000,19,62
Hyundai,Creta,2019,10500000,13,143
Toyota,Mark II,1986,2200000,0,287
Mercedes-Benz,E 220,1995,2400000,12,16
BMW,530,1994,3300000,11,92
Hyundai,Accent,2018,7950000,13,50
Dodge,Stealth,1994,4300000,5,873
Volkswagen,Jetta,2018,8000000,23,161
Toyota,Celica,1996,2200000,0,106
Audi,100,1993,2200000,6,22
Volkswagen,Golf,1994,1500000,23,85
VAZ,2114,2013,1350000,16,27
BMW,535,2015,13500000,11,217
Toyota,Land Cruiser Prado,2006,13200000,0,21
Toyota,Camry,1998,3350000,0,38
Toyota,Land Cruiser Prado,2023,35000000,0,21
Hyundai,Palisade,2021,20500000,13,144
Chevrolet,Cobalt,2022,6900000,22,214
Toyota,Land Cruiser Prado,2006,13200000,0,21
Toyota,Land Cruiser Prado,2023,35000000,0,21
Hyundai,Palisade,2021,20500000,13,144
Chevrolet,Cobalt,2022,6900000,22,214
Mitsubishi,Outlander,2022,14490000,14,77
Audi,Q5,2013,12800000,6,322
Jeep,Wrangler,2000,7400000,9,741
Hyundai,Elantra,2019,9550000,13,17
Land Rover,Range Rover,2013,30000000,4,6
MG,350,2014,3500000,81,874
Toyota,Camry,2022,24000000,0,38
Toyota,Camry,2017,13500000,0,38
Kia,K5,2020,13900000,2,4
Cadillac,Escalade,2017,34000000,25,57
Toyota,Camry,2015,12300000,0,38
Mitsubishi,Lancer,2015,6200000,14,228
Kia,Carnival,2021,24500000,2,313
Kia,K3,2022,12999999,2,171
Toyota,RAV 4,2002,5700000,0,93
Nissan,Primera,1994,1700000,17,216
Kia,Carnival,2021,24500000,2,313
Kia,K3,2022,12999999,2,171
Toyota,RAV 4,2002,5700000,0,93
Nissan,Primera,1994,1700000,17,216
Volvo,XC90,2008,7500000,29,132
Hyundai,Palisade,2023,35500000,13,144
Toyota,Land Cruiser Prado,2022,47000000,0,21
Toyota,Land Cruiser Prado,2015,24500000,0,21
Hyundai,Tucson,2018,13000000,13,107
Kia,Cerato,2022,13000000,2,223
Cadillac,Escalade,2020,36000000,25,57
Hyundai,Creta,2019,11700000,13,143
Toyota,Camry,2021,18000000,0,38
GAZ,GAZel',2010,5300000,32,95
GAZ,21,1970,1599000,32,712
Volkswagen,Polo,2021,10200000,23,152
Toyota,Avensis,2007,4700000,0,51
Chevrolet,Cruze,2013,4200000,22,45
Great,Wall Hover M4,2014,4250000,82,875
Toyota,4Runner,2020,26000000,0,82
Kia,Cerato,2022,13000000,2,223
Cadillac,Escalade,2020,36000000,25,57
GAZ,21,1970,1599000,32,712
Volkswagen,Polo,2021,10200000,23,152
Toyota,Avensis,2007,4700000,0,51
Volkswagen,Passat,2002,1850000,23,101
Mercedes-Benz,C 200,2023,25990000,12,472
Chevrolet,Cruze,2013,4200000,22,45
Toyota,Land Cruiser Prado,1997,6000000,0,21
Lexus,GS 300,1999,5600000,20,80
Toyota,4Runner,2020,26000000,0,82
Land Rover,Discovery,2007,10000000,4,149
Nissan,Terrano,2015,4800000,17,28
Toyota,RAV 4,2013,11900000,0,93
Mercedes-Benz,E 200,2017,21000000,12,71
Hyundai,Tucson,2021,14500000,13,107
BMW,530,2021,31900000,11,92
Skoda,Yeti,2014,7000000,40,256
Toyota,4Runner,2020,26000000,0,82
Land Rover,Discovery,2007,10000000,4,149
Nissan,Terrano,2015,4800000,17,28
Toyota,RAV 4,2013,11900000,0,93
Mercedes-Benz,E 200,2017,21000000,12,71
Hyundai,Tucson,2021,14500000,13,107
BMW,530,2021,31900000,11,92
Skoda,Yeti,2014,7000000,40,256
Mazda,Demio,2003,3000000,18,876
Toyota,Land Cruiser Premium,2022,56900000,0,877
Toyota,Land Cruiser Prado,2013,20500000,0,21
Kia,K5,2022,14700000,2,4
Toyota,Camry,1989,800000,0,38
Toyota,Venza,2021,32500000,0,443
Toyota,Corolla Levin,1994,1400000,0,878
Lexus,GS 200t,2016,17500000,20,879
Toyota,RAV 4,1994,3600000,0,93
Nissan,Qashqai,2008,5000000,17,182
BMW,530,2022,37500000,11,92
Lexus,RX 350,2023,47500000,20,66
Toyota,Chaser,1996,5600000,0,224
Kia,Sorento,2010,6300000,2,64
Jeep,Gladiator,2021,38000000,9,880
Toyota,Camry,2016,12300000,0,38
Volkswagen,Polo,2021,10800000,23,152
Mercedes-Benz,E 250,2011,8500000,12,163
Toyota,Camry,1994,2500000,0,38
Toyota,Previa,1993,2800000,0,317
Mitsubishi,Pajero,1995,3000000,14,102
Toyota,Land Cruiser,2011,20000000,0,43
VAZ,Granta 2190,2014,2650000,16,327
Mercedes-Benz,E 320,2002,5099999,12,23
Toyota,Corolla,2008,5700000,0,65
BMW,X7,2020,48500000,11,147
Toyota,Camry,2021,14800000,0,38
Mercedes-Benz,ML 63 AMG,2013,26500000,12,169
BMW,520,1986,1500000,11,281
Toyota,Camry,2003,6100000,0,38
BMW,X7,2020,48500000,11,147
Toyota,Camry,2021,14800000,0,38
Mercedes-Benz,ML 63 AMG,2013,26500000,12,169
BMW,520,1986,1500000,11,281
Toyota,Camry,2003,6100000,0,38
BMW,520,1993,1600000,11,281
Jeep,Grand Cherokee,2003,4300000,9,13
Toyota,Camry,2012,8500000,0,38
Mercedes-Benz,E 280,1993,2450000,12,140
Toyota,Camry,2020,16500000,0,38
Volkswagen,Passat,2001,2550000,23,101
Toyota,Camry,2018,15600000,0,38
BMW,528,1997,3500000,11,122
Chevrolet,Spark,2021,5800000,22,137
Toyota,Highlander,2012,17500000,0,19
Hyundai,Sonata,2019,16700000,13,20
Toyota,Highlander,2016,17500000,0,19
BMW,X5 M,2020,52500000,11,15
Nissan,Terrano II,1994,2500000,17,772
Toyota,Land Cruiser,2013,25500000,0,43
Hyundai,Sonata,2019,16700000,13,20
Toyota,Highlander,2016,17500000,0,19
BMW,X5 M,2020,52500000,11,15
Nissan,Terrano II,1994,2500000,17,772
Toyota,Camry,2011,8400000,0,38
Kia,Optima,2016,8300000,2,239
Toyota,Camry,2006,5100000,0,38
Toyota,Land Cruiser,2013,25500000,0,43
Mercedes-Benz,E 320,2002,4500000,12,23
Nissan,Almera Classic,2012,4400000,17,725
Toyota,Carina E,1995,1900000,0,18
Toyota,Corolla,2011,6790000,0,65
BMW,320,1992,1600000,11,113
Toyota,Camry,2021,15500000,0,38
Toyota,Land Cruiser Prado,1993,5100000,0,21
Honda,CR-V,2002,4725000,15,174
Hummer,H3,2006,5900000,53,881
Volkswagen,Passat,1991,1200000,23,101
Toyota,Camry,2012,7500000,0,38
Subaru,Forester,2002,4000000,19,118
Toyota,Camry,2013,9300000,0,38
BMW,320,1992,1600000,11,113
Lexus,GX 470,2006,13490000,20,124
Toyota,Land Cruiser Prado,1993,5100000,0,21
Toyota,Land Cruiser Prado,2006,16000000,0,21
Mazda,626,1996,2400000,18,204
Honda,CR-V,2002,4725000,15,174
Toyota,Camry,2012,7500000,0,38
Subaru,Forester,2002,4000000,19,118
VAZ,Priora 2170,2010,1000000,16,44
Hyundai,Elantra,2013,5300000,13,17
FAW,T80,2023,6400000,56,781
Mazda,6,2003,2300000,18,237
Toyota,Camry,2011,8400000,0,38
Kia,Optima,2016,8300000,2,239
Toyota,Camry,2006,5100000,0,38
Mercedes-Benz,E 320,2002,4500000,12,23
Subaru,Forester,1998,2950000,19,118
Mercedes-Benz,E 280,1995,2200000,12,140
Toyota,Carina E,1995,1900000,0,18
Mercedes-Benz,E 320,2002,4500000,12,23
Subaru,Forester,1998,2950000,19,118
Mercedes-Benz,E 280,1995,2200000,12,140
Toyota,Carina E,1995,1900000,0,18
Infiniti,FX37,2013,11300000,28,208
Chevrolet,Aveo,2014,2700000,22,551
Toyota,Corolla,2011,6790000,0,65
Toyota,Camry,2021,15500000,0,38
Toyota,Previa,2007,8300000,0,317
Skoda,Fabia,2002,1300000,40,523
Audi,A6,1997,2370000,6,127
Hyundai,Accent,2021,8800000,13,50
Hummer,H3,2006,5900000,53,881
Volkswagen,Passat,1991,1200000,23,101
Toyota,Land Cruiser,2008,18000000,0,43
Mitsubishi,Montero Sport,2001,3500000,14,24
Toyota,Avensis,2008,5700000,0,51
Lexus,RX 300,2022,37000000,20,98
Lexus,RX 300,2022,37000000,20,98
Lexus,RX 300,2022,36000000,20,98
Opel,Meriva,2005,2650000,27,882
Toyota,Camry,2021,18000000,0,38
Mitsubishi,Pajero,2007,10000000,14,102
Hyundai,Sonata,2020,16800000,13,20
Hyundai,Sonata,2020,18000000,13,20
Audi,Q3,2014,11800000,6,883
Volkswagen,ID.3,2022,13500000,23,361
Toyota,Highlander,2001,7700000,0,19
Volkswagen,ID.4,2022,14440000,23,75
Toyota,Camry,2003,5200000,0,38
BMW,528,2015,9600000,11,122
Kia,Avella,1997,1150000,2,884
Kia,K5,2022,15200000,2,4
Volkswagen,ID.4,2022,21200000,23,75
Toyota,RAV 4,2022,22499990,0,93
Chevrolet,Nexia,2020,5450000,22,133
Chevrolet,Nexia,2020,5450000,22,133
Hyundai,Accent,2021,9300000,13,50
Kia,K5,2022,16500000,2,4
Opel,Vectra,2007,3700000,27,72
Cadillac,XT5 Sport,2023,38000000,25,691
Cadillac,XT5 Premium Luxury,2023,38000000,25,885
Toyota,Camry,2016,11200000,0,38
Toyota,Land Cruiser Prado,1997,5200000,0,21
Nissan,Qashqai,2020,11500000,17,182
Tesla,Model X,2018,38000000,38,377
Toyota,Camry,2013,10500000,0,38
Lexus,LX 470,2000,7500000,20,301
Toyota,RAV 4,2020,17500000,0,93
Mitsubishi,Delica,1996,3000000,14,81
Mercedes-Benz,E 230,1991,1350000,12,153
Mercedes-Benz,GLC 250,2016,17500000,12,886
Mercedes-Benz,S 300,1992,3200000,12,550
Toyota,Highlander,2012,14200000,0,19
Toyota,Land Cruiser Prado,2022,28800000,0,21
Kia,Morning,2022,6700000,2,326
Toyota,Highlander,2012,14200000,0,19
Toyota,Land Cruiser Prado,2022,28800000,0,21
Kia,Morning,2022,6700000,2,326
Mitsubishi,ASX,2010,7500000,14,88
Mercedes-Benz,E 240,2002,4800000,12,234
Hyundai,Accent,2016,6800000,13,50
Toyota,Camry,2019,14800000,0,38
Nissan,Patrol,2004,7500000,17,29
Lexus,RX 350,2010,14800000,20,66
Volkswagen,Touareg,2007,6500000,23,154
Toyota,Corolla,2022,12500000,0,65
Toyota,Camry,1993,1900000,0,38
Kia,Cerato,2013,7400000,2,223
Toyota,Hilux Surf,1998,4200000,0,238
Chevrolet,Malibu,2021,13999999,22,291
Mercedes-Benz,G 63 AMG,2014,41000000,12,199
Volkswagen,ID.6,2022,16990000,23,142
Subaru,Outback,2007,6000000,19,33
Toyota,Prius,2008,5450000,0,543
Hyundai,Elantra,2020,10500000,13,17
Mitsubishi,Pajero,2007,10000000,14,102
VAZ,2121 Niva,2023,6300000,16,319
Toyota,Camry,2006,6000000,0,38
Toyota,Highlander,2013,19000000,0,19
Mercedes-Benz,E 220,1993,3000000,12,16
Hyundai,Palisade,2022,18200000,13,144
Honda,CR-V,1995,3200000,15,174
Hyundai,Elantra,2019,9550000,13,17
Mitsubishi,Outlander,2020,11000000,14,77
Mercedes-Benz,E 300,1991,3000000,12,416
Volkswagen,Passat CC,2012,7200000,23,413
Subaru,Impreza,2007,4700000,19,97
Hyundai,Sonata,2018,10900000,13,20
Ford,Taurus,2000,1700000,24,805
Nissan,Almera Classic,2011,3600000,17,725
Toyota,Camry,2014,13000000,0,38
Opel,Vivaro,2003,3650000,27,887
Toyota,Avensis,2007,5000000,0,51
VAZ,2114,2013,1999999,16,27
Toyota,Avensis,2007,5000000,0,51
VAZ,2114,2013,1999999,16,27
Mercedes-Benz,S 500,2008,8600000,12,37
Kia,Cee’d,2020,9900000,2,136
Volkswagen,Passat Business 2.0 TSI,2022,19960000,23,682
Kia,K5,2021,14999999,2,4
Toyota,Camry,2021,14800000,0,38
Mercedes-Benz,S 500,1998,3500000,12,37
Cadillac,Escalade,2018,32200000,25,57
Daewoo,Nexia,2012,1650000,37,133
Hyundai,Tucson,2023,16900000,13,107
Nissan,Terrano,1993,2000000,17,28
Toyota,Camry,2019,16500000,0,38
Chevrolet,Tahoe,2022,48500000,22,479
Hyundai,Porter,2002,3000000,13,257
Kia,Sportage,2015,10000000,2,125
Toyota,RAV 4,2012,10100000,0,93
Toyota,Highlander,2003,7150000,0,19
BMW,328,1996,2880000,11,401
Mercedes-Benz,A 160,1998,1800000,12,556
Toyota,Camry,2019,16500000,0,38
Chevrolet,Tahoe,2022,48500000,22,479
Hyundai,Porter,2002,3000000,13,257
Kia,Sportage,2015,10000000,2,125
Toyota,RAV 4,2012,10100000,0,93
Toyota,Highlander,2003,7150000,0,19
BMW,328,1996,2880000,11,401
Mercedes-Benz,A 160,1998,1800000,12,556
Toyota,Land Cruiser,2016,40500505,0,43
Volkswagen,Golf,1993,1200000,23,85
Toyota,Camry,1993,1450000,0,38
BMW,735,1987,4500000,11,220
Toyota,Camry,2004,4500000,0,38
Hyundai,Santa Fe,2023,22750000,13,67
Toyota,Corolla,2006,3850000,0,65
Dodge,Challenger,2016,15200000,5,8
Kia,K9,2021,33000000,2,290
Volkswagen,Transporter,1991,1200000,23,46
Infiniti,FX35,2007,7100000,28,502
Nissan,Qashqai,2013,6900000,17,182
Toyota,Land Cruiser,2022,58000000,0,43
Toyota,Camry,2007,6200000,0,38
Nissan,Qashqai,2015,8100000,17,182
Mini,Hatch,2011,10000000,7,11
Mercedes-Benz,G 320,2009,17500000,12,260
Honda,Odyssey,1995,2800000,15,297
Toyota,Camry,1998,3700000,0,38
Opel,Frontera,1992,950000,27,888
Hyundai,Accent,2015,5000000,13,50
BMW,730,1988,2000000,11,446
Hyundai,Accent,2021,9500000,13,50
VAZ,2115,2003,880000,16,435
Opel,Omega,1995,1000000,27,109
Toyota,Corolla,2005,4500000,0,65
Toyota,Yaris,2008,3800000,0,477
Toyota,Camry,2017,18500000,0,38
Mazda,6,2006,3500000,18,237
Lexus,IS 250,2012,9800000,20,750
Toyota,Camry,1993,1900000,0,38
Subaru,Legacy,2003,4500000,19,62
Subaru,Legacy,2003,4500000,19,62
Toyota,RAV 4,2013,12600000,0,93
Toyota,4Runner,2004,12650000,0,82
Kia,Rio X-Line,2020,9420000,2,221
Honda,Pilot,2007,8700000,15,324
Toyota,Highlander,2015,18762840,0,19
Toyota,Camry,2015,10700000,0,38
Toyota,Land Cruiser,2022,68998900,0,43
Volkswagen,LT,1996,2500000,23,889
Toyota,Camry,2015,10850000,0,38
Hyundai,Elantra,2021,13000000,13,17
Cadillac,XT6,2020,37000000,25,330
Lexus,LX 570,2012,29500000,20,36
Volkswagen,ID.4 Crozz Prime,2022,21200000,23,187
Mercedes-Benz,CLA 200,2015,11500000,12,250
Hyundai,Sonata,2021,11200000,13,20
Hyundai,Palisade,2021,23000000,13,144
BMW,X7,2022,74000000,11,147
Toyota,Land Cruiser,2016,32000000,0,43
Skoda,Yeti,2011,5500000,40,256
VAZ,Priora 2172,2013,3600000,16,277
Volkswagen,ID.4 Crozz Prime,2022,21200000,23,187
Mercedes-Benz,CLA 200,2015,11500000,12,250
Hyundai,Elantra,2021,13000000,13,17
Toyota,Land Cruiser,2022,52700000,0,43
Toyota,Auris,2008,4800000,0,890
Mercedes-Benz,A 45 AMG,2014,15700000,12,648
VAZ,Priora 2171,2013,2800000,16,329
Volkswagen,Touareg,2011,13000000,23,154
Chevrolet,Nexia,2021,4800000,22,133
Toyota,Camry,2010,8000000,0,38
VAZ,Priora 2170,2014,4600000,16,44
Kia,K3,2020,10800000,2,171
